profile	date	url	caption
pilvitorsti	2020-02-22 12:03:49	https://www.instagram.com/p/B83lRgFB8XF	Kuvan perhe jätti harmaan Helsingin ja lähti hiihtolomalle Vantaalle❤️💛 Kuvassa ilmailumuseo, nyt viihdekeskus ja kylpylä Flamingo. Huomenna Heureka ja Backaksen kartano. Stoorissa lisää! @ravintolabackas @heurekafi @ilmailumuseo @flamingospavantaa @sokoshotelflamingo @vantaankaupunki #ToSil-loma
paavoarhinmaki	2020-04-03 12:50:17	https://www.instagram.com/p/B-hPLuSB8LD	Koronaepidemian takia moni suomalainen yrittäjä ja pieni yritys on pulassa. Olen siksi mm. yrittänyt hakea take away -ruokia ja -soijalatteja.  Olen myös surffaillut suomalaisten yritysten sivuilla, josko olisi sellaisia tuotteita joita tarvitsen.  Vaikka vaatteita valmistetaan entistä vähemmän Suomessa, on kotimainen suunnittelu jo tukemisen arvoista.  Kun ostaa suomalaisen yrityksen tuotteen, sen arvosta jopa noin 80% jää Suomeen, vaikka itse tuote olisi valmistettu muualla.  Olen pidempään tarvinnut yhtä pikku takkia lisää. Tänään kävin hakemassa sellaisen mallin, joka on itse asiassa neule, mutta toimii myös rennompana pikku takkina.  Katsoin netistä mallin valmiiksi ja sovimme muuten suljettuun liikkeeseen ajan, jolloin voin tulla sovittamaan.  Minusta varsin tyylikäs. Suunniteltu Etelä-Helsingissä, valmistettu Baltiassa.  #korona #kotimainendesign #Frenn #Helsinki
vesakorkkula	2020-05-20 11:55:56	https://www.instagram.com/p/CAaKUr2hDqw	Etsimme uutta kumppania ja kotia❤️! Olisiko sinusta siihen? Päätin kyhäillä compliitteja omista vanhoista varaosista ja 5 kokonaista sain koottua. Nämä lähtee nyt ilmaiseksi jakoon kelle tahansa joka haluaa aloittaa skeittauksen tai kokeilla sitä uudelleen. Laittakaa viestiä niin sovitaan skeittien toimittamisesta.  Kiitos @mfthelsinki ja @ponkestheshop ruuveista! Yhteen noista @jaffa26 lahjoitti renkaat ja laakerit ❤️.
petra.malin	2020-04-07 09:06:16	https://www.instagram.com/p/B-rIuYIDhBh	#supportyourlocal #helsinkidistillingcompany
petra.malin	2020-02-25 15:14:12	https://www.instagram.com/p/B8_pcf1Baqe	Uusi tukka @toolonponi
petra.malin	2019-11-01 10:30:16	https://www.instagram.com/p/B4UcvaFhQMB	Iih, mitkä kiharat! Kiitos @toolonponi ❤️
petra.malin	2019-10-29 13:38:09	https://www.instagram.com/p/B4ND21khIgW	A bagel and a jack o'lantern @brooklyncafeandbakery
suldaansaid	2020-06-08 05:32:09	https://www.instagram.com/p/CBKZgcHjtyI	Good morning. Mikään ei oo parempaa kuin kunnon aamukahvit ✊🏾. Nyt keittiössä ”kahvinurkka”🤍🖤☕️ @wilfasuomi #aamukahvi #morningcoffee #wilfasuomi
suldaansaid	2020-05-26 06:25:21	https://www.instagram.com/p/CApBQwnAe9b	Morning routine 💪🏾☀️ #morningroutine #gingershot #vitaminc #wilfasuomi @wilfasuomi
suldaansaid	2019-10-13 13:44:37	https://www.instagram.com/p/B3j34L-BJnh	Olipa taas hyvä hieronta 💆🏽‍♂️💪🏾🙏🏾💙 kiitos @itsruubert @salonnreza . Vahva suositus. 👌🏾 #hieronta #massage #myhelsinki
joelharkimo	2020-06-19 07:56:04	https://www.instagram.com/p/CBm-uKVhRcF	Kaupallinen yhteistyö @ebookers.fi  Kalamies on kalamies. Pääsisipä taas kunnon kalareissuun. Onneksi meillä Suomessa on siihen ihan mahtavat mahdollisuudet. Nyt kotimaanmatkailua kannattaisi harrastaa tämä kesä. Mä aijon ainakin yhden kalareissun tehdä tänä kesänä! Halusin osallistua @ebookers.fi kesä haasteeseen jossa kannustetaan Suomalaisia kotimaan matkailuun. Haasteeseen piti valita yksi vanha reissukuva ja luoda se uudestaan. Tässä mun lopputulos on. Lisää säkin! koska kaikkean haasteeseen osallistuneiden kesken @ebookers.fi arpoo kaksi 500€ lahjakorttia viikottain heidän somekanavissa sekä facebookissa että instagramissa. Arvonnat tehdään 15.6-12.7.  #ebookers #vacationimitation ps. tämä on @jannihussi kylpytakki koska mun oma on kadonnut johonkin 😂
joelharkimo	2020-05-13 12:40:27	https://www.instagram.com/p/CAIN2mOlZIo	Koti officea on nyt pidellyt yli pari kuukautta. Mä en enää edes muista minkälaista oli mennä joka päivä toimistolle. Onneks kesä tulee kohta ja toivottavasti tää on kohta nujerrettu! Kun se on taas turvallista niin pidän joka ikisen palaverin face to face. Halaan joka kerta kun nään jokun tutun. Suomalainen perheyritys @rcollectionfinland on tehnyt super mukavat hima työvaatteet.  #remotework #remotewear
joelharkimo	2020-05-07 13:30:23	https://www.instagram.com/p/B_42zJlDG-B	Jess! Tänään pääsee edes vähän ulos kun meillä on @liikenyt "yläfemmat" mihin jengi saa tulla kuuntelemaan miten liikkeellä menee (toki se tehdään etänä mutta meen toimistolle tekemään sen). Ps. Mä rakastan tätä uutta @oneplussuomi puhelinta.
joelharkimo	2020-04-17 14:59:15	https://www.instagram.com/p/B_FhEjcDP2I	Kaupallinen yhteistyö: @fazerjyvashyva . .  Karanteenissa voi myös mennä ihan mihin haluu kunhan käyttää vähän mielikuvitusta! Fazerin Jyväshyvä Herkkukeksi on aina kuulunut mun kesään. Muistan pikkupoikana hyvin miten kesäsin hypättiin meidän pikkubåtskiin ja lähettiin lähisaaristokaupalle ostamaan herkkuja. Jyväshyvän keksit oli aina osa tätä. Ne on vieläkin osa mun meriseikkailuja ja niitä tulee aina mukaan veneelle. Nyt maailman tilanne on semmonen että ei pääse ulos merelle. Mutta eikö hätä keinot keksi! Jyväshyvältä on tullut uusi vadelma-lakritsi-maku joka on ihan jäätävän hyvä! Keksi on tottakai kotimainen ja luonnollisin makuainein tehty! Joten anna mennä! Tällä hetkellä muutenkin haluan tukea suomalaisia yrityksiä ja brändejä! #jyväshyvä #fazersuomi
joelharkimo	2020-04-04 15:40:26	https://www.instagram.com/p/B-kHcvRhwOZ	Kaupallinen yhteistyö: @woltapp . . Tänään on @woltapp päivä! Varsinkin näinä aikoina kun ei voi rafloissa käydä on super tärkeetä tukea niitä. Meillä safkaa tilataan aika usein mutta varsinkin nyt me yritetään tilata sitäkin useammin tukeaksemme meidän lemppari ravintoloita, koska halutaan tilata sieltä myös tulevaisuudessa. Ulosmyynti on tällä hetkellä ainoa tulonlähde. . .  Mun lemppareita on @skifferrestaurant @lie_mi @santafehelsinki @hankosushi @finnjavel_finnishhautecuisine @farang_helsinki ! . . Näinä aikoina on myös mahtavaa että saa tilattua ravintola ruokaa ilman ihmiskontaktia koska safkat jätetään ovelle. Apissa voi myös tipata lähettejä koska he tekevät tosi tärkeetä duunia.  Uudet asiakkaat saa 6€ alennusta ekasta tilauksesta koodilla: JOELHARKIMO . . Hyvää viikonloppua kaikille ja tilatkaa safkaa! #woltapp
joelharkimo	2020-03-10 15:30:57	https://www.instagram.com/p/B9jufbOBhrz	Kävin eilen kokeilemassa meidän laivakokin sekä hyvän ystävän @aihinenkape uutta @thisisversion ravintolaa! Safka oli ihan todella hyvää! Isot onnittelut sekä @aihinenkape ja @ollikolu. Ootte ihan päälliköitä!
joelharkimo	2020-01-26 10:00:24	https://www.instagram.com/p/B7x1r3vB4JL	Kaupallinen yhteistyö: @kauniistikotimainen . Mun parempi puolisko rakastaa kukkia ja häntä on aina kiva (ja aika helppo) ilahduttaa kukilla. Siks tää yhteistyö oli mulle kun nenä päähän. . Tulppaani sesonki on nyt alkanut ja tarjolla on tosi paljon kotimaisia kukkia. Mä yritän muutenkin elämässä suosia kotimaista osaamista ja laatua. On kyse sitten kukista, vaatetuksesta tai vaikka safkasta. Helpoiten sitä tietää mitä ostaa kun kääntyy ammattilaisen puoleen! . Jos Haluat seurata kotimaisten kukkien sesonkia ja saada idiksiä (mua jeesaa ainakin tosi paljon) niin ota haltuun @kauniistikotimainen . #kauniistikotimainen #lähikukka #asennemedia
joelharkimo	2019-10-07 15:00:24	https://www.instagram.com/p/B3UjyCrhfjW	Kaupallinen yhteistyö: @honestsuomi . . Välillä pitää rehellisesti itselle myöntää kun tartte breikkiä. Nyt oli hyvä aika lähteä pienelle hengähdykselle. Itsensä kuuntelu on todella tärkeää. Nyt oon täynnä virtaa palata takasin duuniin. Italia kiittää ja kuittaa. Oli huikea reissu! 🇮🇹 . . @honestsuomi tärkeintä on rehellisyys, yksinkertaisuus sekä vastuullisuus. Raaka-aineet ovat luonnonmukaisia ja korkeinta mahdollista laatua. Lisäksi fairtrade 🌱 #honestluomu  #Honesttee  #Honestlemonade #luonnonmukaista  #rehellisestiminä
joelharkimo	2019-09-23 14:22:55	https://www.instagram.com/p/B2wcXRGhhpL	Kaupallinen yhteistyö: @honestsuomi  Rehellisyys on todella tärkeää. Ennen kaikkea rehellisyys itseään kohtaan. Ei voi hirveästi kehittyä elämässä jos ei osaa tunnistaa omia pelkojaan ja heikkouksiaan. Mulla on niitä paljon ja niiden kanssa riittää duunia melkein joka päivä. Yhtenä esimerkkinä kerron storyssa miten olen kärsinyt esiintymispelosta.  @honestsuomi tärkeintä on rehellisyys, yksinkertaisuus, sekä vastuullisuus. Raaka-aineet ovat luonnonmukaisia ja korkeinta mahdollista laatua. Lisäksi vielä fairtrade.  #honestluomu  #Honesttee  #Honestlemonade  #luonnonmukaista  #rehellisestiminä
joelharkimo	2019-09-10 14:33:47	https://www.instagram.com/p/B2O_RcHBCrP	Kaupallinen yhteistyö @htcollectioncom  Kun me muutettiin @jannihussi kanssa yhteen ja ruvettiin miettimään @millaalftan kanssa kämpän sisustusta oli selvää että sohva on meille yksi tärkeimmistä huonekaluista. Sen on pakko olla mukava ja niin iso että siinä pystyy oikeesti köllötellä ja kunnolla. Meillä molemmilla on tosi hektinen arki niin kotiin tullesaan pitää päästä ottamaan iisisti. Siksi päädyttiin HT Collectionin mittatilaus sohvaan joka varmasti kestää. Lisäksi se on ekologinen valinta ei vaan siksi että se kestää ikuisuuden vaan myös siksi että siihen on helppo vaihtaa päälliset. Tän lisäks HT Collection on suomalainen perheyritys mikä on tottakai aina vaan hyvä asia.  Jos maailman päälliköimmät sohvat kiinnostelee löytyy HT Collectionin piste Habitare messuilta. Osasto: 7f128  Nyt postaus loppuu. Palaan sohvalle vaakaan. Tsemppiä kaikkien loppuviikkoon.  #HTCollection #kotimainen #sohva #perheyritys #interior #livingroom #olohuone
